"","...1","...2","Make","Model","Variant","Displacement","Cylinders","Valves_Per_Cylinder","Emission_Norm","Fuel_Tank_Capacity","Fuel_Type","Height","Length","Width","Doors","City_Mileage","ARAI_Certified_Mileage","Kerb_Weight","Gears","Ground_Clearance","Front_Track","Rear_Track","Power","Torque","Seating_Capacity","Type","Wheelbase","Boot_Space","Minimum_Turning_Radius"
"1",1,0,36,"Nano Genx","Xt",624,2,2,"BS IV",24,"Petrol",1652,3164,1750,5,23.6,23.6,660,1,180,1325,1315,"38PS@5500rpm","51Nm@4000rpm",4,"Manual",2230,110,4
"2",2,1,36,"Nano Genx","Xe",624,2,2,"BS IV",24,"Petrol",1652,3164,1750,5,23.6,23.6,725,1,180,1325,1315,"38PS@5500rpm","51Nm@4000rpm",4,"Manual",2230,110,4
"3",3,2,36,"Nano Genx","Emax Xm",624,2,2,"BS IV",15,"CNG",1652,3164,1750,4,94.0801963534362,19.8741181581234,710,1,180,1325,1315,"38PS@5500rpm","51Nm@4000rpm",4,"Manual",2230,110,4
"4",4,3,36,"Nano Genx","Xta",624,2,2,"BS IV",24,"Petrol",1652,3164,1750,5,23.6,21.9,725,2,180,1325,1315,"38PS@5500rpm","51Nm@4000rpm",4,"Automatic",2230,94,4
"5",5,4,36,"Nano Genx","Xm",624,2,2,"BS IV",24,"Petrol",1652,3164,1750,5,23.6,23.6,725,1,180,1325,1315,"38PS@5500rpm","51Nm@4000rpm",4,"Manual",2230,110,4
"6",6,5,36,"Nano Genx","Xma",624,2,2,"BS IV",24,"Petrol",1652,3164,1750,5,23.6,21.9,710,2,180,1325,1315,"38PS@5500rpm","51Nm@4000rpm",4,"Automatic",2230,94,4
"7",7,6,7,"Redi-Go","D",799,3,4,"BS IV",28,"Petrol",1541,3429,1560,5,21.38,25.17,1383.01553829079,2,185,1520,1526.37732656514,"54PS@5678rpm","72Nm@4386rpm",5,"Manual",2348,222,4.7
"8",8,7,7,"Redi-Go","T",799,3,4,"BS IV",28,"Petrol",1541,3429,1560,5,21.38,25.17,1383.01553829079,2,185,1520,1526.37732656514,"54PS@5678rpm","72Nm@4386rpm",5,"Manual",2348,222,4.7
"9",9,8,7,"Redi-Go","A",799,3,4,"BS IV",28,"Petrol",1541,3429,1560,5,21.38,25.17,1383.01553829079,2,185,1520,1526.37732656514,"54PS@5678rpm","72Nm@4386rpm",5,"Manual",2348,222,4.7
"10",10,9,7,"Redi-Go","S",799,3,4,"BS IV",28,"Petrol",1541,3429,1560,5,21.38,25.17,1383.01553829079,2,185,1520,1526.37732656514,"54PS@5678rpm","72Nm@4386rpm",5,"Manual",2348,222,4.7
"11",11,10,7,"Redi-Go","1.0 S",999,3,4,"BS IV",28,"Petrol",1541,3429,1560,5,94.0801963534362,22.5,1383.01553829079,2,185,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Manual",2348,222,4.7
"12",12,11,7,"Redi-Go","1.0 S Amt",999,3,4,"BS IV",28,"Petrol",1541,3429,1560,5,94.0801963534362,23,1383.01553829079,2,185,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Automatic",2348,222,4.7
"13",13,12,34,"Kwid","Rxe 0.8",799,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,25.17,669,3,184,1520,1526.37732656514,"54PS@5678rpm","72Nm@4386rpm",5,"Manual",2422,300,13.1699326599327
"14",14,13,34,"Kwid","Std 0.8",799,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,25.17,669,2,184,1520,1526.37732656514,"54PS@5678rpm","72Nm@4386rpm",5,"Manual",2442,300,13.1699326599327
"15",15,14,34,"Kwid","Rxl 0.8",799,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,25.17,669,2,184,1520,1526.37732656514,"54PS@5678rpm","72Nm@4386rpm",5,"Manual",2422,300,13.1699326599327
"16",16,15,34,"Kwid","Rxt 0.8",799,3,4,"BS 6",28,"Petrol",1490,3731,1580,5,25.17,25.17,669,2,184,1520,1526.37732656514,"54PS@5678rpm","72Nm@4386rpm",5,"Manual",2422,300,13.1699326599327
"17",17,16,34,"Kwid","Rxt 1.0",999,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,23.01,669,2,184,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Manual",2422,300,13.1699326599327
"18",18,17,34,"Kwid","Climber 1.0 Mt",999,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,23.01,669,2,184,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Manual",2422,300,13.1699326599327
"19",19,18,34,"Kwid","Rxt Amt 1.0",999,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,24.04,669,3.03012048192771,184,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Automatic",2422,300,13.1699326599327
"20",20,19,34,"Kwid","Climber Amt 1.0",999,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,24.04,669,3.03012048192771,184,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Automatic",2422,300,13.1699326599327
"21",21,20,34,"Kwid","Rxt (O) 1.0",999,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,23.01,669,2,184,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Manual",2422,300,13.1699326599327
"22",22,21,34,"Kwid","Rxt (O) Amt 1.0",999,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,23.01,669,2,184,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Automatic",2422,300,13.1699326599327
"23",23,22,34,"Kwid","Climber (O) Mt 1.0",999,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,23.01,669,2,184,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Manual",2422,300,13.1699326599327
"24",24,23,34,"Kwid","Climber (O) Amt 1.0",999,3,4,"BS 6",28,"Petrol",1490,3731,1579,5,25.17,24.04,669,3.03012048192771,184,1520,1526.37732656514,"68PS@5500rpm","91Nm@4250RPM",5,"Automatic",2422,300,13.1699326599327
"25",25,24,25,"Eeco","5 Str",1196,4,4,"BS 6",40,"Petrol",1800,3675,1475,5,12,15,920,2,160,1280,1290,"73PS@6000rpm","101Nm@3000rpm",5,"Manual",2350,400,4.5
"26",26,25,25,"Eeco","7 Str",1196,4,4,"BS 6",40,"Petrol",1800,3675,1475,5,12,15,940,2,160,1280,1290,"74PS@6000RPM","101Nm@3000rpm",7,"Manual",2350,250,4.5
"27",27,26,25,"Eeco","5 Str With Ac+Htr",1196,4,4,"BS 6",40,"Petrol",1800,3675,1475,5,11,15,928,2,160,1280,1290,"73PS@6000rpm","101Nm@3000rpm",5,"Manual",2350,400,4.5
"28",28,27,25,"Eeco","5 Str With Ac+Htr Cng",1196,4,4,"BS 6",40,"CNG",1800,3675,1475,5,94.0801963534362,19.8741181581234,1050,2,160,1280,1290,"62PS@6000rpm","85Nm@3000rpm",5,"Manual",2350,400,4.5
"29",29,28,25,"Eeco","5 Str With Htr Cng",1196,4,4,"BS 6",40,"CNG",1800,3675,1475,5,94.0801963534362,19.8741181581234,1030,2,160,1280,1290,"62PS@6000rpm","85Nm@3000rpm",5,"Manual",2350,400,4.5
"30",30,29,25,"Alto K10","Lxi",998,3,4,"BS IV",35,"Petrol",1475,3545,1490,5,14,24.07,745,2,160,1295,1290,"68PS@6000rpm","90Nm@3500rpm",5,"Manual",2360,177,4.6
"31",31,30,25,"Alto K10","Vxi",998,3,4,"BS IV",35,"Petrol",1475,3545,1490,5,14,24.07,750,2,160,1295,1290,"68PS@6200rpm","90Nm@3500rpm",5,"Manual",2360,177,4.6
"32",32,31,25,"Alto K10","Lx",998,3,4,"BS IV",35,"Petrol",1475,3545,1490,5,19,24.07,740,2,160,1295,1290,"68PS@6000rpm","90Nm@3500rpm",5,"Manual",2360,177,4.6
"33",33,32,25,"Alto K10","Vxi (O)",998,3,4,"BS IV",35,"Petrol",1460,3620,1475,5,14,24.07,755,2,160,1295,1290,"68PS@6000rpm","90Nm@3500rpm",5,"Manual",2360,177,4.6
"34",34,33,25,"Alto K10","Lxi Cng (O)",998,3,4,"BS IV",35,"CNG",1475,3545,1490,5,94.0801963534362,19.8741181581234,740,2,160,1295,1290,"59PS@6000rpm","78Nm@3500rpm",5,"Manual",2360,177,4.6
"35",35,34,25,"Alto K10","Vxi Amt (O)",998,3,4,"BS IV",35,"Petrol",1475,3545,1490,5,14,24.07,755,2,160,1295,1290,"68PS@6000rpm","90Nm@3500rpm",5,"Automatic",2360,177,4.6
"36",36,35,7,"Go","D",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,94.0801963534362,20.1,864,2,180,1440,1445,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"37",37,36,7,"Go","T",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,94.0801963534362,20.1,864,2,180,1440,1445,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"38",38,37,7,"Go","T (O)",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,20.6,20.1,864,2,180,1440,1445,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"39",39,38,7,"Go","A (O)",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,20.6,20.1,864,2,180,1440,1445,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"40",40,39,7,"Go","A",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,20.6,20.1,864,2,180,1440,1445,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"41",41,40,7,"Go","T Vdc",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,94.0801963534362,20.1,864,2,180,1440,1445,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"42",42,41,7,"Go","T (O) Vdc",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,20.6,20.1,864,2,180,1440,1445,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"43",43,42,7,"Go","T Cvt",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,94.0801963534362,20.1,864,2,180,1440,1445,"78PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"44",44,43,7,"Go","T (O) Cvt",1198,3,4,"BS IV",35,"Petrol",1507,3788,1636,5,20.6,20.1,864,2,180,1440,1445,"78PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,265,4.6
"45",45,44,25,"Celerio Tour","H2",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,830,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Manual",2425,235,4.7
"46",46,45,25,"Celerio Tour","H2 Cng",998,3,4,"BS IV",60,"CNG",1560,3695,1600,5,94.0801963534362,19.8741181581234,915,2,165,1420,1410,"59bhp@6000rpm","78Nm@3500rpm",5,"Manual",2425,235,4.7
"47",47,46,14,"Santro","Era Mt",1086,4,4,"BS IV",35,"Petrol",1560,3610,1645,4,94.0801963534362,20.3,1383.01553829079,2,179.415557830092,1476,1494,"69PS@5500rpm","99.04nm@4500RPM",5,"Manual",2400,389.766699410609,13.1699326599327
"48",48,47,14,"Santro","Magna Mt",1086,4,4,"BS IV",35,"Petrol",1560,3610,1645,4,94.0801963534362,20.3,1383.01553829079,2,179.415557830092,1476,1494,"69PS@5500rpm","99.04nm@4500RPM",5,"Manual",2400,389.766699410609,13.1699326599327
"49",49,48,14,"Santro","Magna Mt Cng",1086,4,4,"BS IV",35,"CNG",1560,3610,1645,4,94.0801963534362,19.8741181581234,1383.01553829079,2,179.415557830092,1476,1494,"59PS@5500RPM","99.04nm@4500RPM",5,"Manual",2400,389.766699410609,13.1699326599327
"50",50,49,14,"Santro","Magna Amt",1086,4,4,"BS IV",35,"Petrol",1560,3610,1645,4,94.0801963534362,20.3,1383.01553829079,2,179.415557830092,1476,1494,"69PS@5500rpm","10.1kgm@4500RPM",5,"AMT",2400,389.766699410609,13.1699326599327
"51",51,50,14,"Santro","Sportz Mt",1086,4,4,"BS IV",35,"Petrol",1560,3610,1645,4,94.0801963534362,20.3,1383.01553829079,2,179.415557830092,1463,1481,"69PS@5500rpm","10.1kgm@4500RPM",5,"Manual",2400,389.766699410609,13.1699326599327
"52",52,51,14,"Santro","Sportz Mt Cng",1086,4,4,"BS IV",60,"CNG",1560,3610,1645,4,94.0801963534362,19.8741181581234,1383.01553829079,2,179.415557830092,1463,1481,"59PS@5500RPM","8.3KGM@4500rpm",5,"Manual",2400,389.766699410609,13.1699326599327
"53",53,52,14,"Santro","Sportz Amt",1086,4,4,"BS IV",35,"Petrol",1560,3610,1645,4,94.0801963534362,20.3,1383.01553829079,2,179.415557830092,1463,1481,"69PS@5500rpm","10.1kgm@4500RPM",5,"AMT",2400,389.766699410609,13.1699326599327
"54",54,53,14,"Santro","Asta Mt",1086,4,4,"BS IV",35,"Petrol",1560,3610,1645,4,94.0801963534362,20.3,1383.01553829079,2,179.415557830092,1463,1481,"69PS@5500rpm","99.04nm@4500RPM",5,"Manual",2400,389.766699410609,13.1699326599327
"55",55,54,36,"Tiago","Revotron Xe",1199,3,4,"BS 6",35,"Petrol",1535,3765,1677,5,94.0801963534362,23,935,2,179.415557830092,1520,1526.37732656514,"86PS@6000rpm","114NM@3300rpm",5,"Manual",2400,389.766699410609,13.1699326599327
"56",56,55,36,"Tiago","Revotron Xt",1199,3,4,"BS 6",35,"Petrol",1535,3746,1647,5,23.84,23,930,2,170,1400,1420,"86PS@6000rpm","114NM@3300rpm",5,"Manual",2400,242,4.9
"57",57,56,36,"Tiago","Revotron Xz",1199,3,4,"BS 6",35,"Petrol",1535,3746,1647,5,23.84,23,930,2,170,1400,1420,"86PS@6000rpm","114NM@3300rpm",5,"Manual",2400,242,4.9
"58",58,57,36,"Tiago","Revotron Xz Plus",1199,3,4,"BS 6",35,"Petrol",1535,3746,1647,5,23.84,23,930,2,170,1400,1420,"86PS@6000rpm","114NM@3300rpm",5,"Manual",2400,242,4.9
"59",59,58,36,"Tiago","Revotron Xz Plus Dual Tone",1199,3,4,"BS 6",35,"Petrol",1535,3746,1647,5,23.84,23,930,2,170,1400,1420,"86PS@6000rpm","114NM@3300rpm",5,"Manual",2400,242,4.9
"60",60,59,36,"Tiago","Revotron Xza",1199,3,4,"BS 6",35,"Petrol",1535,3746,1647,5,23.84,24,930,2,170,1400,1420,"86PS@6000rpm","114NM@3300rpm",5,"AMT",2400,240,13.1699326599327
"61",61,60,36,"Tiago","Revotron Xza Plus",1199,3,4,"BS 6",35,"Petrol",1535,3746,1647,5,23.84,24,930,2,170,1400,1420,"86PS@6000rpm","114NM@3300rpm",5,"AMT",2400,240,13.1699326599327
"62",62,61,36,"Tiago","Revotron Xza Plus Dual Tone",1199,3,4,"BS 6",35,"Petrol",1535,3746,1647,5,23.84,24,930,2,170,1400,1420,"86PS@6000rpm","114NM@3300rpm",5,"AMT",2400,240,13.1699326599327
"63",63,62,25,"Celerio X","Vxi (O)",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,810,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Manual",2425,235,4.7
"64",64,63,25,"Celerio X","Vxi",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,810,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Manual",2425,235,4.7
"65",65,64,25,"Celerio X","Vxi Amt",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,810,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Automatic",2425,235,4.7
"66",66,65,25,"Celerio X","Vxi Amt (O)",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,810,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Automatic",2425,235,4.7
"67",67,66,25,"Celerio X","Zxi",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,810,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Manual",2425,235,4.7
"68",68,67,25,"Celerio X","Zxi (O)",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,810,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Manual",2425,235,4.7
"69",69,68,25,"Celerio X","Zxi Amt",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,810,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Automatic",2425,235,4.7
"70",70,69,25,"Celerio X","Zxi Amt (O)",998,3,4,"BS IV",35,"Petrol",1560,3600,1600,5,23,23.1,810,2,165,1420,1410,"68PS@6000rpm","90Nm@3500rpm",5,"Automatic",2425,235,4.7
"71",71,70,25,"Ignis","Alpha 1.2 Amt",1197,4,4,"BS IV",32,"Petrol",1595,3700,1690,5,20.89,20.89,860,3.03012048192771,180,1520,1526.37732656514,"83PS@6000rpm","113Nm@4200RPM",5,"AMT",2435,260,4.7
"72",72,71,25,"Ignis","Alpha 1.2 Mt",1197,4,4,"BS IV",32,"Petrol",1595,3700,1690,5,20.89,20.89,860,3.03012048192771,180,1520,1526.37732656514,"83PS@6000rpm","113Nm@4200RPM",5,"Manual",2435,260,4.7
"73",73,72,25,"Ignis","Delta 1.2 Amt",1197,4,4,"BS IV",32,"Petrol",1595,3700,1690,5,20.89,20.89,825,2,180,1460,1470,"83PS@6000rpm","113Nm@4200RPM",5,"AMT",2435,260,4.7
"74",74,73,25,"Ignis","Delta 1.2 Mt",1197,4,4,"BS IV",32,"Petrol",1595,3700,1690,5,20.89,20.89,825,2,180,1460,1470,"83PS@6000rpm","113Nm@4200RPM",5,"Manual",2435,260,4.7
"75",75,74,25,"Ignis","Sigma 1.2 Mt",1197,4,4,"BS IV",32,"Petrol",1595,3700,1690,5,20.89,20.89,825,3.03012048192771,180,1520,1526.37732656514,"83PS@6000rpm","113Nm@4200RPM",5,"Manual",2435,260,4.7
"76",76,75,25,"Ignis","Zeta 1.2 Amt",1197,4,4,"BS IV",32,"Petrol",1595,3700,1690,5,15.1,20.89,1383.01553829079,3.03012048192771,180,1520,1526.37732656514,"83PS@6000rpm","113Nm@4200RPM",5,"AMT",2435,260,4.7
"77",77,76,25,"Ignis","Zeta 1.2 Mt",1197,4,4,"BS IV",32,"Petrol",1595,3700,1690,5,20.89,20.89,1383.01553829079,3.03012048192771,180,1520,1526.37732656514,"83PS@6000rpm","113Nm@4200RPM",5,"Manual",2435,260,4.7
"78",78,77,34,"Triber","Rxe",999,3,4,"BS 6",40,"Petrol",1643,3990,1739,5,94.0801963534362,20.5,947,2,182,1547,1545,"72PS@62050rpm","96Nm@3500rpm",7,"Manual",2636,625,13.1699326599327
"79",79,78,34,"Triber","Rxl",999,3,4,"BS 6",40,"Petrol",1643,3990,1739,5,94.0801963534362,20.5,947,2,182,1547,1545,"72PS@62050rpm","96Nm@3500rpm",7,"Manual",2636,625,13.1699326599327
"80",80,79,34,"Triber","Rxt",999,3,4,"BS 6",40,"Petrol",1643,3990,1739,5,94.0801963534362,20.5,947,2,182,1547,1545,"72PS@62050rpm","96Nm@3500rpm",7,"Manual",2636,625,13.1699326599327
"81",81,80,34,"Triber","Rxz",999,3,4,"BS 6",40,"Petrol",1643,3990,1739,5,94.0801963534362,20.5,947,2,182,1547,1545,"72PS@62050rpm","96Nm@3500rpm",7,"Manual",2636,625,13.1699326599327
"82",82,81,33,"Rio","Gx",1173,4,4,"BS IV",46,"Petrol",1730,3970,1570,5,13,16,1080,2,200,1305,1310,"76.6PS@5800rpm","103.9Nm@3500-4250rpm",5,"Manual",2420,454,4.7
"83",83,82,33,"Rio","Ex",1489,4,4,"BS IV",46,"Diesel",1730,3970,1570,5,12,16,1145,2,200,1305,1310,"64PS@4000rpm","152Nm@2500RPM",5,"Manual",2420,454,4.7
"84",84,83,33,"Rio","Glx",1173,4,4,"BS IV",46,"Petrol",1730,3970,1570,5,13,16,1080,2,200,1305,1310,"76.6PS@5800rpm","103.9Nm@3500-4250rpm",5,"Manual",2420,454,4.7
"85",85,84,33,"Rio","Dx",1489,4,4,"BS IV",46,"Diesel",1730,3970,1570,5,12,16,1145,2,200,1305,1310,"64PS@4000rpm","152Nm@2250RPM",5,"Manual",2420,454,4.7
"86",86,85,33,"Rio","Lx",1489,4,4,"BS IV",46,"Diesel",1730,3970,1570,5,12,16,1145,2,200,1305,1310,"64PS@4000rpm","152Nm@2250RPM",5,"Manual",2420,454,4.7
"87",87,86,33,"Rio","Crdi4",1248,4,4,"BS IV",46,"Diesel",1730,3970,1570,5,20,23.7,1145,2,200,1305,1310,"72PS@4000rpm","183Nm@1800-2400rpm",5,"Manual",2420,454,4.7
"88",88,87,37,"Etios Liva","G",1197,4,4,"BS IV",45,"Petrol",1510,3884,1695,5,15.1,18.16,895,2,170,1468,1474,"80PS@5600rpm","104Nm@3100rpm",5,"Manual",2460,251,4.8
"89",89,88,37,"Etios Liva","V",1197,4,4,"BS IV",45,"Petrol",1510,3884,1695,5,15.1,18.16,895,2,170,1468,1474,"80PS@5600rpm","104Nm@3100rpm",5,"Manual",2460,251,4.8
"90",90,89,37,"Etios Liva","Gd",1364,4,2,"BS IV",45,"Diesel",1510,3884,1695,5,20.3,23.59,895,2,170,1468,1474,"68PS@3800rpm","170Nm@1800-2400rpm",5,"Manual",2460,251,4.8
"91",91,90,37,"Etios Liva","Vx",1197,4,4,"BS IV",45,"Petrol",1510,3884,1695,5,15.1,18.16,895,2,170,1468,1474,"80PS@5600rpm","104Nm@3100rpm",5,"Manual",2460,251,4.8
"92",92,91,37,"Etios Liva","Vxd",1364,4,2,"BS IV",45,"Diesel",1510,3884,1695,5,20.3,23.59,895,2,170,1468,1474,"68PS@3800rpm","170Nm@1800-2400rpm",5,"Manual",2460,251,4.8
"93",93,92,37,"Etios Liva","Vd",1364,4,2,"BS IV",45,"Diesel",1510,3884,1695,5,20.3,23.59,895,2,170,1468,1474,"68PS@3800rpm","170Nm@1800-2400rpm",5,"Manual",2460,251,4.8
"94",94,93,37,"Etios Liva","Dual Tone V",1197,4,4,"BS IV",45,"Petrol",1510,3884,1695,5,15.1,18.16,895,2,170,1468,1474,"80PS@5600rpm","104Nm@3100rpm",5,"Manual",2460,251,4.8
"95",95,94,37,"Etios Liva","Dual Tone Vd",1364,4,2,"BS IV",45,"Diesel",1510,3884,1695,5,20.3,23.59,895,2,170,1468,1474,"68PS@3800rpm","170Nm@1800-2400rpm",5,"Manual",2460,251,4.8
"96",96,95,37,"Etios Liva","Dual Tone Vx",1197,4,4,"BS IV",45,"Petrol",1510,3884,1695,5,15.1,18.16,895,2,170,1468,1474,"80PS@5600rpm","104Nm@3100rpm",5,"Manual",2460,251,4.8
"97",97,96,37,"Etios Liva","Dual Tone Vxd",1364,4,2,"BS IV",45,"Diesel",1510,3884,1695,5,20.3,23.59,895,2,170,1468,1474,"68PS@3800rpm","170Nm@1800-2400rpm",5,"Manual",2460,251,4.8
"98",98,97,37,"Etios Liva","Gx",1197,4,4,"BS IV",45,"Petrol",1510,3884,1695,5,15.1,18.16,895,2,170,1468,1474,"80PS@5600rpm","104Nm@3100rpm",5,"Manual",2460,251,4.8
"99",99,98,37,"Etios Liva","Gxd",1364,4,2,"BS IV",45,"Diesel",1510,3884,1695,5,20.3,23.59,895,2,170,1468,1474,"68PS@3800rpm","170Nm@1800-2400rpm",5,"Manual",2460,251,4.8
"100",100,99,37,"Etios Liva","Vx Dual Tone Limited Edition",1197,4,4,"BS IV",45,"Petrol",1510,3884,1695,5,15.1,18.16,895,2,170,1468,1474,"80PS@5600rpm","104Nm@3100rpm",5,"Manual",2460,251,4.8
"101",101,100,37,"Etios Liva","Vxd Dual Tone Limited Edition",1364,4,2,"BS IV",45,"Diesel",1510,3884,1695,5,20.3,23.59,895,2,170,1468,1474,"68PS@3800rpm","170Nm@1800-2400rpm",5,"Manual",2460,251,4.8
"102",102,101,31,"Micra Active","Xl",1198,3,12,"BS IV",41,"Petrol",1530,3801,1665,5,94.0801963534362,18.97,1383.01553829079,2,154,1520,1526.37732656514,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,251,4.65
"103",103,102,31,"Micra Active","Xv",1198,3,4,"BS IV",41,"Petrol",1530,3801,1665,5,19.49,19.49,1383.01553829079,2,154,1520,1526.37732656514,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,251,4.65
"104",104,103,31,"Micra Active","Xl (O)",1198,3,12,"BS IV",41,"Petrol",1530,3801,1665,5,94.0801963534362,18.97,1383.01553829079,2,154,1520,1526.37732656514,"68PS@5000rpm","104Nm@4000rpm",5,"Manual",2450,251,4.65
"105",105,104,36,"Bolt","Xt Diesel",1248,4,4,"BS IV",44,"Diesel",1562,3825,1695,5,2295,22.95,1132,2,165,1520,1526.37732656514,"75PS@4000rpm","190Nm@1750-3000rpm",5,"Manual",2470,210,5.1
"106",106,105,36,"Bolt","Xe Diesel",1248,4,4,"BS IV",44,"Diesel",1562,3825,1695,5,2295,22.95,1132,2,165,1520,1526.37732656514,"75PS@4000rpm","190Nm@1750-3000rpm",5,"Manual",2470,210,5.1
"107",107,106,36,"Bolt","Xm Diesel",1248,4,4,"BS IV",44,"Diesel",1562,3825,1695,5,2295,22.95,1132,2,165,1520,1526.37732656514,"75PS@4000rpm","190Nm@1750-3000rpm",5,"Manual",2470,210,5.1
"108",108,107,36,"Bolt","Xms Diesel",1248,4,4,"BS IV",44,"Diesel",1562,3825,1695,5,2295,22.95,1132,2,165,1520,1526.37732656514,"75PS@4000rpm","190Nm@1750-3000rpm",5,"Manual",2470,210,5.1
"109",109,108,36,"Bolt","Xt Petrol",1193,4,4,"BS IV",44,"Petrol",1562,3825,1695,5,1757,17.57,1095,2,165,1520,1526.37732656514,"90PS@5000rpm","140Nm@1500-4000rpm",5,"Manual",2470,210,5.1
"110",110,109,36,"Bolt","Xe Petrol",1193,4,4,"BS IV",44,"Petrol",1562,3825,1695,5,1757,17.57,1095,2,165,1520,1526.37732656514,"90PS@5000rpm","140Nm@1500-4000rpm",5,"Manual",2470,210,5.1
"111",111,110,36,"Bolt","Xm Petrol",1193,4,4,"BS IV",44,"Petrol",1562,3825,1695,5,1757,17.57,1095,2,165,1520,1526.37732656514,"90PS@5000rpm","140Nm@1500-4000rpm",5,"Manual",2470,210,5.1
"112",112,111,36,"Bolt","Xms Petrol",1193,4,4,"BS IV",44,"Petrol",1562,3825,1695,5,1757,17.57,1095,2,165,1520,1526.37732656514,"90PS@5000rpm","140Nm@1500-4000rpm",5,"Manual",2470,210,5.1
"113",113,112,14,"Xcent Prime","Cng T + (Cng +",1197,4,4,"BS IV",43,"CNG + Petrol",1520,3995,1660,4,94.0801963534362,19.8741181581234,1100,2,165,1479,1493,"83PS@6000rpm","114Nm@6000rpm",5,"Manual",2425,407,5.2
"114",114,113,14,"Xcent Prime","T",1197,4,4,"BS IV",43,"Petrol",1520,3995,1660,4,94.0801963534362,15.7,1100,2,165,1479,1493,"83PS@6000rpm","114Nm@6000rpm",5,"Manual",2425,407,5.2
"115",115,114,14,"Xcent Prime","T+",1197,4,4,"BS IV",43,"Petrol",1520,3995,1660,4,94.0801963534362,19.8741181581234,1100,2,165,1479,1493,"83PS@6000rpm","114Nm@6000rpm",5,"Manual",2425,407,5.2
"116",116,115,14,"Xcent Prime","Cng T (Cng +",1197,4,4,"BS IV",43,"CNG + Petrol",1520,3995,1660,4,94.0801963534362,19.8741181581234,1100,2,165,1479,1493,"81.8bhp@6000rpm","114Nm@6000rpm",5,"Manual",2425,407,5.2
